*r,rtscbin,sc_cat,value
p26037,bin1,cap,1000
p26037,bin2,cost,331.26
p26037,bin2,cap,2000
p26037,bin3,cost,3312.63
p26037,bin3,cap,20000
p26039,bin1,cost,107.66
p26039,bin1,cap,1000
p26039,bin2,cost,331.26
p26039,bin2,cap,2000
p26039,bin3,cost,3312.63
p26039,bin3,cap,20000
p26045,bin1,cost,107.66
p26045,bin1,cap,1000
p26045,bin2,cost,331.26
p26045,bin2,cap,2000
p26045,bin3,cost,3312.63
p26045,bin3,cap,20000
p26047,bin1,cost,107.66
p26047,bin1,cap,1000
p26047,bin2,cost,331.26
p26047,bin2,cap,2000
p26047,bin3,cost,3312.63
p26047,bin3,cap,20000
p26049,bin1,cost,107.66
p26049,bin1,cap,1000
p26049,bin2,cost,331.26
p26049,bin2,cap,2000
p26049,bin3,cost,3312.63
p26049,bin3,cap,20000
p26051,bin1,cost,107.66
p26051,bin1,cap,1000
p26051,bin2,cost,331.26
p26051,bin2,cap,2000
p26051,bin3,cost,3312.63
p26051,bin3,cap,20000
p26055,bin1,cost,107.66
p26055,bin1,cap,1000
p26055,bin2,cost,331.26
p26055,bin2,cap,2000
p26055,bin3,cost,3312.63
p26055,bin3,cap,20000
p26057,bin1,cost,107.66
p26057,bin1,cap,1000
p26057,bin2,cost,331.26
p26057,bin2,cap,2000
p26057,bin3,cost,3312.63
p26057,bin3,cap,20000
p26059,bin1,cost,107.66
p26059,bin1,cap,1000
p26059,bin2,cost,331.26
p26059,bin2,cap,2000
p26059,bin3,cost,3312.63
p26059,bin3,cap,20000
p26063,bin1,cost,107.66
p26063,bin1,cap,1000
p26063,bin2,cost,331.26
p26063,bin2,cap,2000
p26063,bin3,cost,3312.63
p26063,bin3,cap,20000
p26065,bin1,cost,107.66
p26065,bin1,cap,1000
p26065,bin2,cost,331.26
p26065,bin2,cap,2000
p26065,bin3,cost,3312.63
p26065,bin3,cap,20000
p26067,bin1,cost,107.66
p26067,bin1,cap,1000
p26067,bin2,cost,331.26
p26067,bin2,cap,2000
p26067,bin3,cost,3312.63
p26067,bin3,cap,20000
p26069,bin1,cost,107.66
p26069,bin1,cap,1000
p26069,bin2,cost,331.26
p26069,bin2,cap,2000
p26069,bin3,cost,3312.63
p26069,bin3,cap,20000
p26073,bin1,cost,107.66
p26073,bin1,cap,1000
p26073,bin2,cost,331.26
p26073,bin2,cap,2000
p26073,bin3,cost,3312.63
p26073,bin3,cap,20000
p26075,bin1,cost,107.66
p26075,bin1,cap,1000
p26075,bin2,cost,331.26
p26075,bin2,cap,2000
p26075,bin3,cost,3312.63
p26075,bin3,cap,20000
p26079,bin1,cost,107.66
p26079,bin1,cap,1000
p26079,bin2,cost,331.26
p26079,bin2,cap,2000
p26079,bin3,cost,3312.63
p26079,bin3,cap,20000
p26081,bin1,cost,107.66
p26081,bin1,cap,1000
p26081,bin2,cost,331.26
p26081,bin2,cap,2000
p26081,bin3,cost,3312.63
p26081,bin3,cap,20000
p26085,bin1,cost,107.66
p26085,bin1,cap,1000
p26085,bin2,cost,331.26
p26085,bin2,cap,2000
p26085,bin3,cost,3312.63
p26085,bin3,cap,20000
p26087,bin1,cost,107.66
p26087,bin1,cap,1000
p26087,bin2,cost,331.26
p26087,bin2,cap,2000
p26087,bin3,cost,3312.63
p26087,bin3,cap,20000
p26089,bin1,cost,107.66
p26089,bin1,cap,1000
p26089,bin2,cost,331.26
p26089,bin2,cap,2000
p26089,bin3,cost,3312.63
p26089,bin3,cap,20000
p26091,bin1,cost,107.66
p26091,bin1,cap,1000
p26091,bin2,cost,331.26
p26091,bin2,cap,2000
p26091,bin3,cost,3312.63
p26091,bin3,cap,20000
p26093,bin1,cost,107.66
p26093,bin1,cap,1000
p26093,bin2,cost,331.26
p26093,bin2,cap,2000
p26093,bin3,cost,3312.63
p26093,bin3,cap,20000
p26095,bin1,cost,107.66
p26095,bin1,cap,1000
p26095,bin2,cost,331.26
p26095,bin2,cap,2000
p26095,bin3,cost,3312.63
p26095,bin3,cap,20000
p26097,bin1,cost,107.66
p26097,bin1,cap,1000
p26097,bin2,cost,331.26
p26097,bin2,cap,2000
p26097,bin3,cost,3312.63
p26097,bin3,cap,20000
p26099,bin1,cost,107.66
p26099,bin1,cap,1000
p26099,bin2,cost,331.26
p26099,bin2,cap,2000
p26099,bin3,cost,3312.63
p26099,bin3,cap,20000
p26101,bin1,cost,107.66
p26101,bin1,cap,1000
p26101,bin2,cost,331.26
p26101,bin2,cap,2000
p26101,bin3,cost,3312.63
p26101,bin3,cap,20000
p26105,bin1,cost,107.66
p26105,bin1,cap,1000
p26105,bin2,cost,331.26
p26105,bin2,cap,2000
p26105,bin3,cost,3312.63
p26105,bin3,cap,20000
p26107,bin1,cost,107.66
p26107,bin1,cap,1000
p26107,bin2,cost,331.26
p26107,bin2,cap,2000
p26107,bin3,cost,3312.63
p26107,bin3,cap,20000
p26111,bin1,cost,107.66
p26111,bin1,cap,1000
p26111,bin2,cost,331.26
p26111,bin2,cap,2000
p26111,bin3,cost,3312.63
p26111,bin3,cap,20000
p26113,bin1,cost,107.66
p26113,bin1,cap,1000
p26113,bin2,cost,331.26
p26113,bin2,cap,2000
p26113,bin3,cost,3312.63
p26113,bin3,cap,20000
p26115,bin1,cost,107.66
p26115,bin1,cap,1000
p26115,bin2,cost,331.26
p26115,bin2,cap,2000
p26115,bin3,cost,3312.63
p26115,bin3,cap,20000
p26117,bin1,cost,107.66
p26117,bin1,cap,1000
p26117,bin2,cost,331.26
p26117,bin2,cap,2000
p26117,bin3,cost,3312.63
p26117,bin3,cap,20000
p26119,bin1,cost,107.66
p26119,bin1,cap,1000
p26119,bin2,cost,331.26
p26119,bin2,cap,2000
p26119,bin3,cost,3312.63
p26119,bin3,cap,20000
p26121,bin1,cost,107.66
p26121,bin1,cap,1000
p26121,bin2,cost,331.26
p26121,bin2,cap,2000
p26121,bin3,cost,3312.63
p26121,bin3,cap,20000
p26123,bin1,cost,107.66
p26123,bin1,cap,1000
p26123,bin2,cost,331.26
p26123,bin2,cap,2000
p26123,bin3,cost,3312.63
p26123,bin3,cap,20000
p26125,bin1,cost,107.66
p26125,bin1,cap,1000
p26125,bin2,cost,331.26
p26125,bin2,cap,2000
p26125,bin3,cost,3312.63
p26125,bin3,cap,20000
p26127,bin1,cost,107.66
p26127,bin1,cap,1000
p26127,bin2,cost,331.26
p26127,bin2,cap,2000
p26127,bin3,cost,3312.63
p26127,bin3,cap,20000
p26129,bin1,cost,107.66
p26129,bin1,cap,1000
p26129,bin2,cost,331.26
p26129,bin2,cap,2000
p26129,bin3,cost,3312.63
p26129,bin3,cap,20000
p26133,bin1,cost,107.66
p26133,bin1,cap,1000
p26133,bin2,cost,331.26
p26133,bin2,cap,2000
p26133,bin3,cost,3312.63
p26133,bin3,cap,20000
p26135,bin1,cost,107.66
p26135,bin1,cap,1000
p26135,bin2,cost,331.26
p26135,bin2,cap,2000
p26135,bin3,cost,3312.63
p26135,bin3,cap,20000
p26137,bin1,cost,107.66
p26137,bin1,cap,1000
p26137,bin2,cost,331.26
p26137,bin2,cap,2000
p26137,bin3,cost,3312.63
p26137,bin3,cap,20000
p26139,bin1,cost,107.66
p26139,bin1,cap,1000
p26139,bin2,cost,331.26
p26139,bin2,cap,2000
p26139,bin3,cost,3312.63
p26139,bin3,cap,20000
p26141,bin1,cost,107.66
p26141,bin1,cap,1000
p26141,bin2,cost,331.26
p26141,bin2,cap,2000
p26141,bin3,cost,3312.63
p26141,bin3,cap,20000
p26143,bin1,cost,107.66
p26143,bin1,cap,1000
p26143,bin2,cost,331.26
p26143,bin2,cap,2000
p26143,bin3,cost,3312.63
p26143,bin3,cap,20000
p26145,bin1,cost,107.66
p26145,bin1,cap,1000
p26145,bin2,cost,331.26
p26145,bin2,cap,2000
p26145,bin3,cost,3312.63
p26145,bin3,cap,20000
p26147,bin1,cost,107.66
p26147,bin1,cap,1000
p26147,bin2,cost,331.26
p26147,bin2,cap,2000
p26147,bin3,cost,3312.63
p26147,bin3,cap,20000
p26151,bin1,cost,107.66
p26151,bin1,cap,1000
p26151,bin2,cost,331.26
p26151,bin2,cap,2000
p26151,bin3,cost,3312.63
p26151,bin3,cap,20000
p26153,bin1,cost,107.66
p26153,bin1,cap,1000
p26153,bin2,cost,331.26
p26153,bin2,cap,2000
p26153,bin3,cost,3312.63
p26153,bin3,cap,20000
p26155,bin1,cost,107.66
p26155,bin1,cap,1000
p26155,bin2,cost,331.26
p26155,bin2,cap,2000
p26155,bin3,cost,3312.63
p26155,bin3,cap,20000
p26157,bin1,cost,107.66
p26157,bin1,cap,1000
p26157,bin2,cost,331.26
p26157,bin2,cap,2000
p26157,bin3,cost,3312.63
p26157,bin3,cap,20000
p26161,bin1,cost,107.66
p26161,bin1,cap,1000
p26161,bin2,cost,331.26
p26161,bin2,cap,2000
p26161,bin3,cost,3312.63
p26161,bin3,cap,20000
p26163,bin1,cost,107.66
p26163,bin1,cap,1000
p26163,bin2,cost,331.26
p26163,bin2,cap,2000
p26163,bin3,cost,3312.63
p26163,bin3,cap,20000
p26165,bin1,cost,107.66
p26165,bin1,cap,1000
p26165,bin2,cost,331.26
p26165,bin2,cap,2000
p26165,bin3,cost,3312.63
p26165,bin3,cap,20000
p26021,bin1,cost,107.66
p26021,bin1,cap,1000
p26021,bin2,cost,331.26
p26021,bin2,cap,2000
p26021,bin3,cost,3312.63
p26021,bin3,cap,20000
p26027,bin1,cost,107.66
p26027,bin1,cap,1000
p26027,bin2,cost,331.26
p26027,bin2,cap,2000
p26027,bin3,cost,3312.63
p26027,bin3,cap,20000
p26077,bin1,cost,107.66
p26077,bin1,cap,1000
p26077,bin2,cost,331.26
p26077,bin2,cap,2000
p26077,bin3,cost,3312.63
p26077,bin3,cap,20000
p26149,bin1,cost,107.66
p26149,bin1,cap,1000
p26149,bin2,cost,331.26
p26149,bin2,cap,2000
p26149,bin3,cost,3312.63
p26149,bin3,cap,20000
p26159,bin1,cost,107.66
p26159,bin1,cap,1000
p26159,bin2,cost,331.26
p26159,bin2,cap,2000
p26159,bin3,cost,3312.63
p26159,bin3,cap,20000
p18001,bin1,cost,107.66
p18001,bin1,cap,1000
p18001,bin2,cost,331.26
p18001,bin2,cap,2000
p18001,bin3,cost,3312.63
p18001,bin3,cap,20000
p18003,bin1,cost,107.66
p18003,bin1,cap,1000
p18003,bin2,cost,331.26
p18003,bin2,cap,2000
p18003,bin3,cost,3312.63
p18003,bin3,cap,20000
p18007,bin1,cost,107.66
p18007,bin1,cap,1000
p18007,bin2,cost,331.26
p18007,bin2,cap,2000
p18007,bin3,cost,3312.63
p18007,bin3,cap,20000
p18009,bin1,cost,107.66
p18009,bin1,cap,1000
p18009,bin2,cost,331.26
p18009,bin2,cap,2000
p18009,bin3,cost,3312.63
p18009,bin3,cap,20000
p18011,bin1,cost,107.66
p18011,bin1,cap,1000
p18011,bin2,cost,331.26
p18011,bin2,cap,2000
p18011,bin3,cost,3312.63
p18011,bin3,cap,20000
p18015,bin1,cost,107.66
p18015,bin1,cap,1000
p18015,bin2,cost,331.26
p18015,bin2,cap,2000
p18015,bin3,cost,3312.63
p18015,bin3,cap,20000
p18017,bin1,cost,107.66
p18017,bin1,cap,1000
p18017,bin2,cost,331.26
p18017,bin2,cap,2000
p18017,bin3,cost,3312.63
p18017,bin3,cap,20000
p18023,bin1,cost,107.66
p18023,bin1,cap,1000
p18023,bin2,cost,331.26
p18023,bin2,cap,2000
p18023,bin3,cost,3312.63
p18023,bin3,cap,20000
p18033,bin1,cost,107.66
p18033,bin1,cap,1000
p18033,bin2,cost,331.26
p18033,bin2,cap,2000
p18033,bin3,cost,3312.63
p18033,bin3,cap,20000
p18035,bin1,cost,107.66
p18035,bin1,cap,1000
p18035,bin2,cost,331.26
p18035,bin2,cap,2000
p18035,bin3,cost,3312.63
p18035,bin3,cap,20000
p18039,bin1,cost,107.66
p18039,bin1,cap,1000
p18039,bin2,cost,331.26
p18039,bin2,cap,2000
p18039,bin3,cost,3312.63
p18039,bin3,cap,20000
p18045,bin1,cost,107.66
p18045,bin1,cap,1000
p18045,bin2,cost,331.26
p18045,bin2,cap,2000
p18045,bin3,cost,3312.63
p18045,bin3,cap,20000
p18049,bin1,cost,107.66
p18049,bin1,cap,1000
p18049,bin2,cost,331.26
p18049,bin2,cap,2000
p18049,bin3,cost,3312.63
p18049,bin3,cap,20000
p18053,bin1,cost,107.66
p18053,bin1,cap,1000
p18053,bin2,cost,331.26
p18053,bin2,cap,2000
p18053,bin3,cost,3312.63
p18053,bin3,cap,20000
p18059,bin1,cost,107.66
p18059,bin1,cap,1000
p18059,bin2,cost,331.26
p18059,bin2,cap,2000
p18059,bin3,cost,3312.63
p18059,bin3,cap,20000
p18063,bin1,cost,107.66
p18063,bin1,cap,1000
p18063,bin2,cost,331.26
p18063,bin2,cap,2000
p18063,bin3,cost,3312.63
p18063,bin3,cap,20000
p18067,bin1,cost,107.66
p18067,bin1,cap,1000
p18067,bin2,cost,331.26
p18067,bin2,cap,2000
p18067,bin3,cost,3312.63
p18067,bin3,cap,20000
p18069,bin1,cost,107.66
p18069,bin1,cap,1000
p18069,bin2,cost,331.26
p18069,bin2,cap,2000
p18069,bin3,cost,3312.63
p18069,bin3,cap,20000
p18073,bin1,cost,107.66
p18073,bin1,cap,1000
p18073,bin2,cost,331.26
p18073,bin2,cap,2000
p18073,bin3,cost,3312.63
p18073,bin3,cap,20000
p18075,bin1,cost,107.66
p18075,bin1,cap,1000
p18075,bin2,cost,331.26
p18075,bin2,cap,2000
p18075,bin3,cost,3312.63
p18075,bin3,cap,20000
p18085,bin1,cost,107.66
p18085,bin1,cap,1000
p18085,bin2,cost,331.26
p18085,bin2,cap,2000
p18085,bin3,cost,3312.63
p18085,bin3,cap,20000
p18087,bin1,cost,107.66
p18087,bin1,cap,1000
p18087,bin2,cost,331.26
p18087,bin2,cap,2000
p18087,bin3,cost,3312.63
p18087,bin3,cap,20000
p18089,bin1,cost,107.66
p18089,bin1,cap,1000
p18089,bin2,cost,331.26
p18089,bin2,cap,2000
p18089,bin3,cost,3312.63
p18089,bin3,cap,20000
p18091,bin1,cost,107.66
p18091,bin1,cap,1000
p18091,bin2,cost,331.26
p18091,bin2,cap,2000
p18091,bin3,cost,3312.63
p18091,bin3,cap,20000
p18095,bin1,cost,107.66
p18095,bin1,cap,1000
p18095,bin2,cost,331.26
p18095,bin2,cap,2000
p18095,bin3,cost,3312.63
p18095,bin3,cap,20000
p18099,bin1,cost,107.66
p18099,bin1,cap,1000
p18099,bin2,cost,331.26
p18099,bin2,cap,2000
p18099,bin3,cost,3312.63
p18099,bin3,cap,20000
p18103,bin1,cost,107.66
p18103,bin1,cap,1000
p18103,bin2,cost,331.26
p18103,bin2,cap,2000
p18103,bin3,cost,3312.63
p18103,bin3,cap,20000
p18107,bin1,cost,107.66
p18107,bin1,cap,1000
p18107,bin2,cost,331.26
p18107,bin2,cap,2000
p18107,bin3,cost,3312.63
p18107,bin3,cap,20000
p18111,bin1,cost,107.66
p18111,bin1,cap,1000
p18111,bin2,cost,331.26
p18111,bin2,cap,2000
p18111,bin3,cost,3312.63
p18111,bin3,cap,20000
p18113,bin1,cost,107.66
p18113,bin1,cap,1000
p18113,bin2,cost,331.26
p18113,bin2,cap,2000
p18113,bin3,cost,3312.63
p18113,bin3,cap,20000
p18121,bin1,cost,107.66
p18121,bin1,cap,1000
p18121,bin2,cost,331.26
p18121,bin2,cap,2000
p18121,bin3,cost,3312.63
p18121,bin3,cap,20000
p18127,bin1,cost,107.66
p18127,bin1,cap,1000
p18127,bin2,cost,331.26
p18127,bin2,cap,2000
p18127,bin3,cost,3312.63
p18127,bin3,cap,20000
p18131,bin1,cost,107.66
p18131,bin1,cap,1000
p18131,bin2,cost,331.26
p18131,bin2,cap,2000
p18131,bin3,cost,3312.63
p18131,bin3,cap,20000
p18133,bin1,cost,107.66
p18133,bin1,cap,1000
p18133,bin2,cost,331.26
p18133,bin2,cap,2000
p18133,bin3,cost,3312.63
p18133,bin3,cap,20000
p18135,bin1,cost,107.66
p18135,bin1,cap,1000
p18135,bin2,cost,331.26
p18135,bin2,cap,2000
p18135,bin3,cost,3312.63
p18135,bin3,cap,20000
p18141,bin1,cost,107.66
p18141,bin1,cap,1000
p18141,bin2,cost,331.26
p18141,bin2,cap,2000
p18141,bin3,cost,3312.63
p18141,bin3,cap,20000
p18149,bin1,cost,107.66
p18149,bin1,cap,1000
p18149,bin2,cost,331.26
p18149,bin2,cap,2000
p18149,bin3,cost,3312.63
p18149,bin3,cap,20000
p18151,bin1,cost,107.66
p18151,bin1,cap,1000
p18151,bin2,cost,331.26
p18151,bin2,cap,2000
p18151,bin3,cost,3312.63
p18151,bin3,cap,20000
p18157,bin1,cost,107.66
p18157,bin1,cap,1000
p18157,bin2,cost,331.26
p18157,bin2,cap,2000
p18157,bin3,cost,3312.63
p18157,bin3,cap,20000
p18159,bin1,cost,107.66
p18159,bin1,cap,1000
p18159,bin2,cost,331.26
p18159,bin2,cap,2000
p18159,bin3,cost,3312.63
p18159,bin3,cap,20000
p18165,bin1,cost,107.66
p18165,bin1,cap,1000
p18165,bin2,cost,331.26
p18165,bin2,cap,2000
p18165,bin3,cost,3312.63
p18165,bin3,cap,20000
p18167,bin1,cost,107.66
p18167,bin1,cap,1000
p18167,bin2,cost,331.26
p18167,bin2,cap,2000
p18167,bin3,cost,3312.63
p18167,bin3,cap,20000
p18169,bin1,cost,107.66
p18169,bin1,cap,1000
p18169,bin2,cost,331.26
p18169,bin2,cap,2000
p18169,bin3,cost,3312.63
p18169,bin3,cap,20000
p18171,bin1,cost,107.66
p18171,bin1,cap,1000
p18171,bin2,cost,331.26
p18171,bin2,cap,2000
p18171,bin3,cost,3312.63
p18171,bin3,cap,20000
p18179,bin1,cost,107.66
p18179,bin1,cap,1000
p18179,bin2,cost,331.26
p18179,bin2,cap,2000
p18179,bin3,cost,3312.63
p18179,bin3,cap,20000
p18181,bin1,cost,107.66
p18181,bin1,cap,1000
p18181,bin2,cost,331.26
p18181,bin2,cap,2000
p18181,bin3,cost,3312.63
p18181,bin3,cap,20000
p18183,bin1,cost,107.66
p18183,bin1,cap,1000
p18183,bin2,cost,331.26
p18183,bin2,cap,2000
p18183,bin3,cost,3312.63
p18183,bin3,cap,20000
p18057,bin1,cost,107.66
p18057,bin1,cap,1000
p18057,bin2,cost,331.26
p18057,bin2,cap,2000
p18057,bin3,cost,3312.63
p18057,bin3,cap,20000
p18097,bin1,cost,107.66
p18097,bin1,cap,1000
p18097,bin2,cost,331.26
p18097,bin2,cap,2000
p18097,bin3,cost,3312.63
p18097,bin3,cap,20000
p18005,bin1,cost,107.66
p18005,bin1,cap,1000
p18005,bin2,cost,331.26
p18005,bin2,cap,2000
p18005,bin3,cost,3312.63
p18005,bin3,cap,20000
p18013,bin1,cost,107.66
p18013,bin1,cap,1000
p18013,bin2,cost,331.26
p18013,bin2,cap,2000
p18013,bin3,cost,3312.63
p18013,bin3,cap,20000
p18019,bin1,cost,107.66
p18019,bin1,cap,1000
p18019,bin2,cost,331.26
p18019,bin2,cap,2000
p18019,bin3,cost,3312.63
p18019,bin3,cap,20000
p18021,bin1,cost,107.66
p18021,bin1,cap,1000
p18021,bin2,cost,331.26
p18021,bin2,cap,2000
p18021,bin3,cost,3312.63
p18021,bin3,cap,20000
p18025,bin1,cost,107.66
p18025,bin1,cap,1000
p18025,bin2,cost,331.26
p18025,bin2,cap,2000
p18025,bin3,cost,3312.63
p18025,bin3,cap,20000
p18027,bin1,cost,107.66
p18027,bin1,cap,1000
p18027,bin2,cost,331.26
p18027,bin2,cap,2000
p18027,bin3,cost,3312.63
p18027,bin3,cap,20000
p18029,bin1,cost,107.66
p18029,bin1,cap,1000
p18029,bin2,cost,331.26
p18029,bin2,cap,2000
p18029,bin3,cost,3312.63
p18029,bin3,cap,20000
p18031,bin1,cost,107.66
p18031,bin1,cap,1000
p18031,bin2,cost,331.26
p18031,bin2,cap,2000
p18031,bin3,cost,3312.63
p18031,bin3,cap,20000
p18037,bin1,cost,107.66
p18037,bin1,cap,1000
p18037,bin2,cost,331.26
p18037,bin2,cap,2000
p18037,bin3,cost,3312.63
p18037,bin3,cap,20000
p18041,bin1,cost,107.66
p18041,bin1,cap,1000
p18041,bin2,cost,331.26
p18041,bin2,cap,2000
p18041,bin3,cost,3312.63
p18041,bin3,cap,20000
p18043,bin1,cost,107.66
p18043,bin1,cap,1000
p18043,bin2,cost,331.26
p18043,bin2,cap,2000
p18043,bin3,cost,3312.63
p18043,bin3,cap,20000
p18047,bin1,cost,107.66
p18047,bin1,cap,1000
p18047,bin2,cost,331.26
p18047,bin2,cap,2000
p18047,bin3,cost,3312.63
p18047,bin3,cap,20000
p18051,bin1,cost,107.66
p18051,bin1,cap,1000
p18051,bin2,cost,331.26
p18051,bin2,cap,2000
p18051,bin3,cost,3312.63
p18051,bin3,cap,20000
p18055,bin1,cost,107.66
p18055,bin1,cap,1000
p18055,bin2,cost,331.26
p18055,bin2,cap,2000
p18055,bin3,cost,3312.63
p18055,bin3,cap,20000
p18061,bin1,cost,107.66
p18061,bin1,cap,1000
p18061,bin2,cost,331.26
p18061,bin2,cap,2000
p18061,bin3,cost,3312.63
p18061,bin3,cap,20000
p18065,bin1,cost,107.66
p18065,bin1,cap,1000
p18065,bin2,cost,331.26
p18065,bin2,cap,2000
p18065,bin3,cost,3312.63
p18065,bin3,cap,20000
p18071,bin1,cost,107.66
p18071,bin1,cap,1000
p18071,bin2,cost,331.26
p18071,bin2,cap,2000
p18071,bin3,cost,3312.63
p18071,bin3,cap,20000
p18077,bin1,cost,107.66
p18077,bin1,cap,1000
p18077,bin2,cost,331.26
p18077,bin2,cap,2000
p18077,bin3,cost,3312.63
p18077,bin3,cap,20000
p18079,bin1,cost,107.66
p18079,bin1,cap,1000
p18079,bin2,cost,331.26
p18079,bin2,cap,2000
p18079,bin3,cost,3312.63
p18079,bin3,cap,20000
p18081,bin1,cost,107.66
p18081,bin1,cap,1000
p18081,bin2,cost,331.26
p18081,bin2,cap,2000
p18081,bin3,cost,3312.63
p18081,bin3,cap,20000
p18083,bin1,cost,107.66
p18083,bin1,cap,1000
p18083,bin2,cost,331.26
p18083,bin2,cap,2000
p18083,bin3,cost,3312.63
p18083,bin3,cap,20000
p18093,bin1,cost,107.66
p18093,bin1,cap,1000
p18093,bin2,cost,331.26
p18093,bin2,cap,2000
p18093,bin3,cost,3312.63
p18093,bin3,cap,20000
p18101,bin1,cost,107.66
p18101,bin1,cap,1000
p18101,bin2,cost,331.26
p18101,bin2,cap,2000
p18101,bin3,cost,3312.63
p18101,bin3,cap,20000
p18105,bin1,cost,107.66
p18105,bin1,cap,1000
p18105,bin2,cost,331.26
p18105,bin2,cap,2000
p18105,bin3,cost,3312.63
p18105,bin3,cap,20000
p18109,bin1,cost,107.66
p18109,bin1,cap,1000
p18109,bin2,cost,331.26
p18109,bin2,cap,2000
p18109,bin3,cost,3312.63
p18109,bin3,cap,20000
p18115,bin1,cost,107.66
p18115,bin1,cap,1000
p18115,bin2,cost,331.26
p18115,bin2,cap,2000
p18115,bin3,cost,3312.63
p18115,bin3,cap,20000
p18117,bin1,cost,107.66
p18117,bin1,cap,1000
p18117,bin2,cost,331.26
p18117,bin2,cap,2000
p18117,bin3,cost,3312.63
p18117,bin3,cap,20000
p18119,bin1,cost,107.66
p18119,bin1,cap,1000
p18119,bin2,cost,331.26
p18119,bin2,cap,2000
p18119,bin3,cost,3312.63
p18119,bin3,cap,20000
p18123,bin1,cost,107.66
p18123,bin1,cap,1000
p18123,bin2,cost,331.26
p18123,bin2,cap,2000
p18123,bin3,cost,3312.63
p18123,bin3,cap,20000
p18125,bin1,cost,107.66
p18125,bin1,cap,1000
p18125,bin2,cost,331.26
p18125,bin2,cap,2000
p18125,bin3,cost,3312.63
p18125,bin3,cap,20000
p18129,bin1,cost,107.66
p18129,bin1,cap,1000
p18129,bin2,cost,331.26
p18129,bin2,cap,2000
p18129,bin3,cost,3312.63
p18129,bin3,cap,20000
p18137,bin1,cost,107.66
p18137,bin1,cap,1000
p18137,bin2,cost,331.26
p18137,bin2,cap,2000
p18137,bin3,cost,3312.63
p18137,bin3,cap,20000
p18139,bin1,cost,107.66
p18139,bin1,cap,1000
p18139,bin2,cost,331.26
p18139,bin2,cap,2000
p18139,bin3,cost,3312.63
p18139,bin3,cap,20000
p18143,bin1,cost,107.66
p18143,bin1,cap,1000
p18143,bin2,cost,331.26
p18143,bin2,cap,2000
p18143,bin3,cost,3312.63
p18143,bin3,cap,20000
p18145,bin1,cost,107.66
p18145,bin1,cap,1000
p18145,bin2,cost,331.26
p18145,bin2,cap,2000
p18145,bin3,cost,3312.63
p18145,bin3,cap,20000
p18147,bin1,cost,107.66
p18147,bin1,cap,1000
p18147,bin2,cost,331.26
p18147,bin2,cap,2000
p18147,bin3,cost,3312.63
p18147,bin3,cap,20000
p18153,bin1,cost,107.66
p18153,bin1,cap,1000
p18153,bin2,cost,331.26
p18153,bin2,cap,2000
p18153,bin3,cost,3312.63
p18153,bin3,cap,20000
p18155,bin1,cost,107.66
p18155,bin1,cap,1000
p18155,bin2,cost,331.26
p18155,bin2,cap,2000
p18155,bin3,cost,3312.63
p18155,bin3,cap,20000
p18161,bin1,cost,107.66
p18161,bin1,cap,1000
p18161,bin2,cost,331.26
p18161,bin2,cap,2000
p18161,bin3,cost,3312.63
p18161,bin3,cap,20000
p18163,bin1,cost,107.66
p18163,bin1,cap,1000
p18163,bin2,cost,331.26
p18163,bin2,cap,2000
p18163,bin3,cost,3312.63
p18163,bin3,cap,20000
p18173,bin1,cost,107.66
p18173,bin1,cap,1000
p18173,bin2,cost,331.26
p18173,bin2,cap,2000
p18173,bin3,cost,3312.63
p18173,bin3,cap,20000
p18175,bin1,cost,107.66
p18175,bin1,cap,1000
p18175,bin2,cost,331.26
p18175,bin2,cap,2000
p18175,bin3,cost,3312.63
p18175,bin3,cap,20000
p18177,bin1,cost,107.66
p18177,bin1,cap,1000
p18177,bin2,cost,331.26
p18177,bin2,cap,2000
p18177,bin3,cost,3312.63
p18177,bin3,cap,20000
p21027,bin1,cost,107.66
p21027,bin1,cap,1000
p21027,bin2,cost,331.26
p21027,bin2,cap,2000
p21027,bin3,cost,3312.63
p21027,bin3,cap,20000
p21033,bin1,cost,107.66
p21033,bin1,cap,1000
p21033,bin2,cost,331.26
p21033,bin2,cap,2000
p21033,bin3,cost,3312.63
p21033,bin3,cap,20000
p21055,bin1,cost,107.66
p21055,bin1,cap,1000
p21055,bin2,cost,331.26
p21055,bin2,cap,2000
p21055,bin3,cost,3312.63
p21055,bin3,cap,20000
p21059,bin1,cost,107.66
p21059,bin1,cap,1000
p21059,bin2,cost,331.26
p21059,bin2,cap,2000
p21059,bin3,cost,3312.63
p21059,bin3,cap,20000
p21085,bin1,cost,107.66
p21085,bin1,cap,1000
p21085,bin2,cost,331.26
p21085,bin2,cap,2000
p21085,bin3,cost,3312.63
p21085,bin3,cap,20000
p21091,bin1,cost,107.66
p21091,bin1,cap,1000
p21091,bin2,cost,331.26
p21091,bin2,cap,2000
p21091,bin3,cost,3312.63
p21091,bin3,cap,20000
p21101,bin1,cost,107.66
p21101,bin1,cap,1000
p21101,bin2,cost,331.26
p21101,bin2,cap,2000
p21101,bin3,cost,3312.63
p21101,bin3,cap,20000
p21107,bin1,cost,107.66
p21107,bin1,cap,1000
p21107,bin2,cost,331.26
p21107,bin2,cap,2000
p21107,bin3,cost,3312.63
p21107,bin3,cap,20000
p21149,bin1,cost,107.66
p21149,bin1,cap,1000
p21149,bin2,cost,331.26
p21149,bin2,cap,2000
p21149,bin3,cost,3312.63
p21149,bin3,cap,20000
